DistanceToObstacle,Velocity,ProximityLeft,ProximityRight,Altitude,Class
146.60,14.07,55.07,56.24,11.00,2,Left
135.71,14.11,54.82,18.67,11.00,2,Left
128.68,14.15,26.79,24.29,11.00,1,Left
127.23,14.20,12.47,62.59,11.00,1,Left
117.52,14.24,55.62,61.02,11.00,1,Left
65.25,14.29,30.10,70.15,11.00,1,Left
136.58,14.29,30.47,74.66,11.00,1,Left
85.56,14.34,18.86,69.47,11.00,1,Left
115.26,14.39,94.41,72.14,11.00,1,Left
52.53,14.44,42.62,20.36,11.00,2,Left
31.30,14.44,35.15,36.84,11.00,2,Left
78.43,14.48,79.92,50.82,11.00,2,Left
128.07,14.52,68.18,67.41,11.00,2,Left
37.99,14.56,90.33,37.72,11.00,2,Left
65.72,14.56,25.23,85.70,11.00,2,Left
124.63,14.60,51.78,57.36,11.00,1,Left
123.66,14.64,16.64,55.40,11.00,1,Left
133.37,14.69,72.55,85.76,11.00,1,Left
57.75,14.69,51.83,16.81,11.00,1,Left
113.14,14.74,49.63,22.58,11.00,1,Left
116.07,14.79,41.94,81.10,11.00,1,Left
63.81,14.84,39.84,42.45,11.00,1,Left
99.42,14.84,76.25,58.44,11.00,1,Left
70.63,14.88,66.66,12.99,11.00,2,Left
110.66,14.92,35.72,88.61,11.00,2,Left
149.74,14.96,52.50,89.39,11.00,1,Left
68.24,15.01,13.25,43.00,11.00,1,Left
48.42,15.06,60.57,30.43,11.00,1,Left
74.09,15.10,40.53,15.42,11.00,2,Left
95.50,15.10,30.45,36.54,11.00,2,Left
42.84,15.14,25.23,17.12,11.00,2,Left
140.65,15.18,12.30,57.96,11.00,2,Left
121.76,15.22,73.95,18.04,11.00,2,Left
114.41,15.22,24.15,48.84,11.00,2,Left
60.62,15.26,54.26,94.71,11.00,1,Left
81.44,15.30,46.94,55.95,11.00,1,Left
72.96,15.35,32.01,26.12,11.00,1,Left
132.88,15.35,12.63,37.96,11.00,1,Left
81.68,15.40,56.26,15.89,11.00,2,Left
142.36,7.57,12.08,69.13,11.00,1,Left
67.83,6.83,33.35,54.96,11.00,2,Left
133.24,6.85,42.32,69.34,11.00,2,Left
135.11,6.87,11.96,52.86,11.00,1,Left
60.99,6.88,45.48,27.57,11.00,1,Left
67.95,6.88,49.11,54.99,11.00,2,Left
50.90,6.90,53.56,70.65,11.00,2,Left
116.32,6.92,44.39,22.20,11.00,2,Left
84.19,6.94,99.56,33.03,11.00,2,Left
121.19,6.94,72.07,86.74,11.00,2,Left
55.03,6.96,80.33,32.50,10.99,2,Left
32.07,6.98,74.55,90.90,10.99,1,Left
84.99,6.98,27.73,76.20,10.99,1,Left
106.82,6.98,51.50,64.60,10.99,1,Left
68.29,6.99,35.11,62.79,10.99,1,Left
129.11,7.00,23.79,34.74,10.99,1,Left
131.17,7.01,88.00,48.80,10.99,1,Left
119.53,7.02,56.19,81.02,10.99,2,Left
83.85,7.02,28.64,95.80,10.99,2,Left
57.75,7.04,78.82,53.85,10.99,1,Left
31.80,7.05,83.96,76.55,10.99,1,Left
143.32,7.05,82.70,91.70,10.99,2,Left
41.25,7.05,89.91,80.19,10.99,2,Left
55.88,7.07,62.20,83.65,10.99,1,Left
71.87,7.08,81.61,99.28,10.98,1,Left
96.82,7.09,58.98,82.10,10.98,2,Left
106.80,7.09,18.47,13.19,10.98,2,Left
109.73,7.10,79.95,20.89,10.98,1,Left
137.93,7.11,12.79,66.56,10.98,1,Left
137.03,7.12,34.56,62.23,10.98,1,Left
125.75,7.13,30.82,73.78,10.98,1,Left
46.36,7.13,11.94,53.57,10.98,1,Left
57.83,7.13,58.81,86.13,10.98,1,Left
106.71,7.14,50.21,91.48,10.98,1,Left
145.40,7.14,27.09,89.00,10.98,1,Left
114.86,7.15,41.02,46.32,10.98,2,Left
44.25,7.16,14.16,33.39,10.97,2,Left
136.31,7.18,40.85,30.30,10.97,1,Left
149.71,7.18,85.98,16.20,10.97,1,Left
88.68,7.18,43.35,22.08,10.97,1,Left
110.72,7.19,70.47,49.15,10.97,1,Left
42.37,7.19,74.03,48.38,10.97,1,Left
136.35,7.20,69.54,82.09,10.97,1,Left
61.36,7.21,33.75,46.41,10.97,1,Left
105.61,7.19,15.84,46.90,10.97,1,Forward
106.14,7.18,93.77,90.85,10.96,1,Forward
117.13,7.17,43.15,64.95,10.96,1,Forward
44.39,7.15,31.24,19.75,10.96,2,Forward
124.67,7.15,45.16,60.41,10.96,2,Forward
103.25,7.15,74.82,79.83,10.96,1,Forward
75.80,7.14,84.80,63.05,10.96,1,Forward
119.12,7.12,74.11,48.25,10.96,1,Forward
104.01,7.10,49.64,80.27,10.96,2,Forward
78.67,7.10,66.55,45.78,10.95,2,Forward
76.23,7.09,98.39,61.77,10.95,2,Forward
40.21,7.09,72.09,87.71,10.95,2,Forward
127.15,7.09,63.46,48.15,10.95,1,Forward
141.36,7.07,55.16,77.10,10.95,1,Forward
47.60,7.05,27.65,93.57,10.95,1,Forward
70.74,7.03,94.51,96.32,10.94,1,Forward
148.78,7.03,95.92,16.50,10.94,2,Forward
80.46,7.02,33.71,99.41,10.94,2,Forward
115.84,7.01,51.32,68.58,10.94,1,Forward
32.68,7.01,36.01,65.42,10.94,1,Forward
110.76,6.98,68.45,31.92,10.94,2,Forward
91.80,6.97,34.33,50.57,10.94,2,Forward
58.79,6.96,67.74,91.01,10.94,1,Forward
53.85,6.94,32.81,48.46,10.93,1,Forward
114.89,6.94,70.35,24.53,10.93,1,Forward
59.25,6.91,63.25,73.50,10.93,1,Forward
40.55,6.88,96.42,14.35,10.93,1,Forward
52.46,6.85,45.94,38.86,10.93,1,Forward
148.10,6.82,84.93,67.22,10.92,2,Forward
100.92,6.82,17.97,18.66,10.92,2,Forward
140.92,6.81,31.07,26.69,10.92,1,Forward
115.72,6.78,24.38,24.28,10.92,1,Forward
117.83,6.75,52.60,94.05,10.92,1,Forward
52.45,6.72,78.24,64.87,10.92,1,Forward
145.29,6.68,21.68,52.88,10.91,2,Forward
75.92,6.67,29.72,40.73,10.91,2,Forward
83.04,6.67,32.64,46.74,10.91,1,Forward
37.40,6.63,73.50,29.22,10.91,1,Forward
98.27,6.60,39.26,33.12,10.91,1,Forward
144.71,6.56,80.02,58.60,10.91,1,Forward
80.34,6.53,57.51,46.78,10.90,1,Forward
101.83,6.53,26.03,97.48,10.90,1,Forward
118.05,6.49,13.72,27.78,10.90,1,Forward
94.99,6.46,25.80,81.39,10.90,1,Forward
38.42,6.46,86.75,12.35,10.90,2,Forward
38.66,6.43,56.68,69.48,10.90,2,Forward
133.02,6.41,95.92,73.73,10.89,2,Forward
74.12,6.39,85.96,22.62,10.89,2,Forward
89.77,6.39,99.22,14.32,10.89,1,Forward
138.10,6.35,48.82,31.34,10.89,1,Forward
99.22,6.31,16.15,18.97,10.89,1,Forward
89.92,6.27,98.88,29.85,10.88,1,Forward
64.30,6.27,45.59,18.34,10.88,1,Forward
124.79,6.23,85.68,87.14,10.88,1,Forward
146.58,6.19,88.15,91.94,10.88,1,Forward
132.28,6.15,42.06,12.63,10.88,1,Forward
96.16,6.15,16.77,65.62,10.88,1,Forward
75.46,6.11,65.19,39.59,10.87,2,Forward
115.56,6.08,90.65,50.27,10.87,2,Forward
30.58,6.08,75.34,16.95,10.87,2,Forward
123.59,6.05,12.39,94.14,10.87,2,Forward
113.58,6.03,95.70,57.57,10.87,1,Forward
75.76,5.98,44.11,99.05,10.87,2,Forward
33.13,5.98,57.26,63.91,10.87,2,Forward
33.37,5.96,61.91,83.67,10.86,1,Forward
50.11,5.91,71.28,47.65,10.86,1,Forward
132.51,5.87,98.98,48.62,10.86,1,Forward
139.44,5.87,98.31,64.32,10.86,1,Forward
53.04,5.83,63.86,98.80,10.86,1,Forward
57.84,5.78,25.36,20.15,10.85,1,Forward
117.21,5.74,54.28,97.15,10.85,1,Forward
113.20,5.69,42.30,15.30,10.85,1,Forward
41.23,5.69,63.45,23.23,10.85,1,Forward
32.80,5.65,96.51,81.13,10.85,2,Forward
63.94,5.62,58.07,69.08,10.84,2,Forward
107.06,5.59,60.19,39.03,10.84,1,Forward
148.58,5.54,34.13,78.08,10.84,1,Forward
60.99,5.54,29.71,82.37,10.84,2,Forward
120.63,5.51,49.24,96.00,10.84,2,Forward
35.00,5.48,24.36,10.96,10.84,2,Forward
93.91,5.45,34.94,79.43,10.83,2,Forward
40.90,5.45,95.61,59.39,10.83,2,Forward
148.04,5.42,90.24,34.98,10.83,2,Forward
94.06,5.38,36.70,15.38,10.83,1,Forward
91.04,5.34,49.44,89.62,10.83,1,Forward
134.93,5.29,66.87,68.77,10.83,1,Forward
56.20,5.25,35.14,35.00,10.82,1,Forward
129.21,5.25,49.99,82.23,10.82,1,Forward
76.77,5.20,58.98,65.09,10.82,1,Forward
37.02,5.15,51.91,17.03,10.82,1,Forward
56.62,5.11,24.12,87.12,10.82,1,Forward
117.98,5.06,56.41,65.34,10.82,1,Forward
90.89,5.02,45.10,33.80,10.82,1,Forward
135.66,4.97,55.11,19.92,10.81,1,Forward
121.43,4.97,53.42,52.84,10.81,1,Forward
111.44,4.93,26.80,76.13,10.81,1,Forward
70.28,4.88,96.77,66.71,10.81,1,Forward
76.17,4.84,69.50,52.96,10.81,1,Forward
103.58,4.84,70.59,22.76,10.81,1,Forward
45.14,4.79,42.27,62.36,10.81,1,Forward
89.28,4.75,88.02,78.07,10.81,2,Forward
149.52,4.75,41.61,81.63,10.81,2,Forward
77.70,4.72,66.02,22.05,10.81,1,Forward
108.59,4.68,66.44,80.46,10.81,1,Forward
44.38,4.63,14.97,51.35,10.80,2,Forward
75.81,4.63,11.19,75.48,10.80,2,Forward
57.07,4.60,46.41,82.67,10.80,1,Forward
117.26,4.56,12.18,42.57,10.80,1,Forward
84.70,4.56,60.04,25.51,10.80,1,Forward
134.39,4.52,71.36,58.07,10.80,1,Forward
73.15,4.48,68.49,53.36,10.80,1,Forward
137.14,4.44,16.52,84.46,10.80,1,Forward
82.06,4.44,78.71,35.98,10.80,1,Forward
138.54,4.40,13.70,98.96,10.80,1,Forward
30.83,4.36,30.85,54.01,10.80,1,Forward
100.76,4.33,33.54,18.20,10.80,1,Forward
140.34,4.29,23.53,39.67,10.80,2,Forward
85.06,4.29,37.52,26.17,10.80,2,Forward
86.68,4.26,26.08,86.35,10.80,1,Forward
47.63,4.23,65.57,89.36,10.80,1,Forward
149.02,4.19,15.72,22.14,10.80,1,Forward
32.16,4.19,22.29,44.87,10.80,1,Forward
75.18,4.16,83.25,54.40,10.80,1,Forward
114.64,3.74,27.29,27.29,10.80,1,Forward
54.44,3.67,23.73,66.95,10.79,1,Forward
75.75,3.67,83.71,60.81,10.79,1,Forward
107.76,3.60,37.59,21.14,10.79,1,Forward
128.65,3.53,81.54,91.23,10.79,1,Forward
72.18,3.53,45.85,42.89,10.79,1,Forward
107.19,3.46,23.28,49.43,10.79,1,Forward
36.62,3.38,66.73,66.08,10.78,1,Forward
61.60,3.33,11.35,43.99,10.78,1,Forward
52.40,3.33,38.85,12.94,10.78,1,Forward
53.12,3.26,65.27,70.96,10.78,1,Forward
136.01,3.19,24.79,78.98,10.78,1,Forward
36.65,3.12,61.89,89.48,10.77,1,Forward
87.80,3.12,34.64,89.04,10.77,1,Forward
114.49,3.04,76.58,11.53,10.77,1,Forward
69.90,2.98,12.46,66.01,10.77,1,Forward
96.07,2.98,27.05,75.77,10.77,1,Forward
41.82,2.89,42.40,88.29,10.77,1,Forward
70.50,2.80,43.86,28.27,10.77,1,Forward
102.47,2.71,80.65,12.52,10.76,1,Forward
35.86,2.64,60.28,29.35,10.76,1,Forward
71.82,2.64,31.81,72.22,10.76,1,Forward
116.94,2.57,73.60,22.07,10.76,1,Forward
121.83,2.57,56.11,74.84,10.76,1,Forward
55.52,2.50,95.60,32.03,10.76,1,Forward
82.27,2.43,89.56,98.57,10.76,1,Forward
146.59,2.37,23.00,45.78,10.76,1,Forward
71.59,2.30,22.27,50.09,10.75,1,Forward
37.11,2.23,38.91,73.38,10.75,1,Forward
66.05,2.17,66.62,38.10,10.75,1,Forward
42.36,2.10,85.26,68.03,10.75,1,Forward
53.93,2.10,74.76,70.81,10.75,1,Forward
131.76,2.03,95.99,64.73,10.75,1,Forward
111.27,1.97,28.49,10.55,10.75,1,Forward
65.29,1.88,43.52,40.17,10.75,1,Forward
54.17,1.80,38.24,88.17,10.75,1,Forward
84.34,1.80,26.67,84.94,10.75,1,Forward
132.29,1.72,16.15,31.45,10.75,1,Forward
50.72,1.70,16.53,19.55,10.74,1,Forward
60.23,1.64,71.53,67.40,10.74,1,Forward
126.89,1.57,34.30,64.63,10.74,1,Forward
32.65,1.51,53.33,61.97,10.74,1,Forward
138.02,1.44,36.20,11.70,10.74,1,Forward
71.54,1.38,57.57,18.04,10.74,1,Forward
59.37,1.31,95.74,11.19,10.74,1,Forward
81.90,1.25,73.45,68.19,10.74,1,Forward
144.37,1.19,67.26,63.12,10.74,1,Forward
105.92,1.12,86.59,53.84,10.74,1,Forward
36.61,1.12,90.72,87.21,10.74,1,Forward
143.86,1.06,26.90,45.50,10.74,1,Forward
54.91,0.99,93.60,62.99,10.74,1,Forward
62.85,0.93,47.25,80.13,10.74,1,Forward
134.73,0.93,63.52,63.06,10.74,1,Forward
111.17,0.87,38.58,50.03,10.74,1,Forward
70.61,0.81,11.58,34.76,10.74,1,Forward
79.07,0.74,20.60,41.59,10.74,1,Forward
47.41,0.74,66.66,21.80,10.74,1,Forward
59.17,0.68,61.53,21.78,10.75,1,Forward
102.49,0.62,22.03,44.86,10.75,1,Forward
135.05,0.62,95.50,45.54,10.75,1,Forward
43.40,0.56,31.30,49.42,10.75,1,Forward
56.84,0.50,10.25,96.37,10.75,1,Forward
146.24,0.44,68.68,51.42,10.75,1,Forward
120.97,0.44,64.15,92.74,10.75,1,Forward
86.39,0.39,64.73,74.16,10.75,1,Forward
131.14,0.33,91.11,77.74,10.75,1,Forward
90.11,0.33,46.19,63.51,10.75,1,Forward
54.87,0.28,27.03,66.43,10.75,1,Forward
125.15,0.24,95.71,65.47,10.76,1,Forward
52.94,0.20,31.73,53.40,10.76,1,Forward
90.49,0.18,65.29,10.19,10.76,1,Forward
108.69,0.18,68.92,48.21,10.76,1,Forward
41.95,0.19,20.03,17.45,10.76,1,Forward
102.10,0.21,54.22,40.64,10.76,1,Forward
89.05,0.21,98.61,39.54,10.76,1,Forward
72.03,0.24,95.53,15.40,10.77,1,Forward
57.83,0.29,55.54,20.96,10.77,1,Forward
58.37,0.34,57.48,21.03,10.77,1,Forward
148.15,0.39,56.14,43.12,10.77,1,Forward
39.62,0.39,82.23,49.58,10.77,1,Forward
132.31,0.45,82.31,77.93,10.78,1,Forward
120.97,0.50,34.61,11.06,10.78,1,Forward
121.61,0.50,82.08,37.41,10.78,1,Forward
138.14,0.56,55.14,32.55,10.78,1,Forward
47.05,0.62,86.89,78.60,10.79,1,Forward
83.85,0.68,94.51,42.94,10.79,1,Forward
138.92,0.68,25.62,29.72,10.79,1,Forward
59.58,0.74,92.46,84.59,10.79,1,Forward
91.53,0.80,19.35,90.76,10.80,1,Forward
141.78,0.86,74.73,98.67,10.80,1,Forward
47.42,0.86,12.01,73.73,10.80,1,Forward
85.04,0.92,13.18,73.40,10.81,1,Forward
65.48,0.98,31.68,28.10,10.81,1,Forward
91.14,1.04,98.78,76.58,10.81,1,Forward
148.82,1.10,54.32,61.87,10.82,1,Forward
99.91,1.15,24.80,15.95,10.82,1,Forward
42.78,1.21,72.67,40.12,10.83,1,Forward
46.48,1.27,79.37,56.33,10.83,1,Forward
113.60,1.27,50.73,92.52,10.83,1,Forward
103.76,1.33,95.71,94.97,10.84,1,Forward
137.83,1.39,39.78,72.91,10.84,1,Forward
96.13,1.45,28.67,70.79,10.85,1,Forward
122.20,1.45,43.34,91.43,10.85,1,Forward
112.02,1.51,62.51,73.56,10.85,1,Forward
109.33,1.57,47.97,75.34,10.86,1,Forward
92.85,1.63,59.27,71.74,10.87,1,Forward
95.08,1.69,28.67,33.04,10.87,1,Forward
146.92,1.75,34.50,57.36,10.88,1,Forward
61.04,1.81,46.16,72.17,10.89,1,Forward
138.65,1.81,63.53,92.39,10.89,1,Forward
98.87,1.87,91.41,63.16,10.89,1,Forward
110.34,1.93,18.40,82.97,10.90,1,Forward
82.16,1.93,99.94,99.56,10.90,1,Forward
78.25,1.98,19.83,38.75,10.91,1,Forward
77.16,2.04,95.02,74.90,10.91,1,Forward
49.89,2.11,38.16,47.40,10.92,1,Forward
129.31,2.16,34.44,77.54,10.93,1,Forward
134.87,2.16,44.08,97.75,10.93,1,Forward
55.46,2.22,96.19,39.97,10.94,1,Forward
41.20,2.28,37.75,32.01,10.94,1,Forward
101.19,2.34,88.66,86.17,10.95,1,Forward
126.81,2.34,70.24,34.43,10.95,1,Forward
121.85,2.39,71.82,64.56,10.96,1,Forward
34.72,2.45,35.29,23.20,10.97,1,Forward
92.30,2.51,35.01,66.36,10.98,1,Forward
82.46,2.51,96.41,76.17,10.98,1,Forward
60.35,2.57,58.80,93.30,10.99,1,Forward
95.91,2.63,24.98,48.28,11.00,1,Forward
111.59,2.63,50.26,48.49,11.00,1,Forward
52.56,2.68,32.81,10.93,11.01,1,Forward
118.69,2.74,22.51,57.95,11.02,1,Forward
134.47,2.80,83.73,70.05,11.03,1,Forward
146.74,2.80,97.84,87.32,11.03,1,Forward
94.88,2.86,97.87,50.17,11.04,1,Forward
124.86,2.91,51.84,95.71,11.05,1,Forward
107.55,2.97,50.19,45.52,11.06,1,Forward
116.07,2.97,49.60,77.53,11.06,1,Forward
74.28,3.03,95.32,84.10,11.07,1,Forward
74.44,3.08,26.87,71.93,11.08,1,Forward
144.51,3.16,11.53,54.67,11.09,1,Forward
42.68,3.23,93.77,82.81,11.10,1,Forward
76.75,3.23,88.79,78.24,11.10,1,Forward
53.41,3.30,65.77,28.06,11.11,1,Forward
80.20,3.38,84.45,89.29,11.12,1,Forward
128.42,3.38,50.16,70.07,11.12,1,Forward
81.49,3.42,96.64,77.29,11.14,1,Forward
65.83,3.44,35.89,89.83,11.15,1,Forward
133.83,3.48,83.14,58.67,11.16,1,Forward
81.68,3.48,76.74,64.26,11.16,1,Forward
76.04,3.54,77.53,36.24,11.17,1,Forward
54.11,3.60,99.31,20.94,11.19,1,Forward
90.56,3.60,85.98,67.41,11.19,1,Forward
140.69,3.65,75.35,61.51,11.20,1,Forward
116.30,3.72,86.14,87.75,11.21,1,Forward
105.38,3.76,94.11,99.45,11.23,1,Forward
124.02,3.76,22.15,83.58,11.23,1,Forward
116.43,3.82,17.02,21.78,11.24,1,Forward
115.60,3.87,47.12,91.71,11.25,1,Forward
92.86,3.93,93.59,17.91,11.27,1,Forward
133.64,4.00,44.37,94.04,11.28,1,Forward
42.71,4.00,54.61,89.55,11.28,1,Forward
61.97,4.07,21.54,46.08,11.30,1,Forward
71.20,4.14,98.65,28.70,11.31,2,Forward
118.51,4.20,97.73,13.07,11.33,2,Forward
131.22,4.20,42.71,51.53,11.33,1,Forward
112.34,4.26,76.21,93.74,11.34,1,Forward
102.93,4.40,12.32,21.23,11.37,1,Forward
45.35,4.46,84.08,75.10,11.39,1,Forward
67.57,4.52,60.51,74.71,11.40,1,Forward
104.68,4.52,45.44,80.08,11.40,1,Forward
51.21,4.58,68.44,38.56,11.42,1,Forward
46.78,4.64,34.84,56.02,11.44,2,Forward
60.29,4.64,26.53,92.27,11.44,2,Forward
69.77,4.68,78.89,86.66,11.45,1,Forward
72.48,4.74,20.48,37.72,11.47,1,Forward
87.66,4.80,99.13,91.61,11.49,2,Forward
92.98,4.80,53.31,25.77,11.49,2,Forward
73.40,4.85,41.82,45.97,11.51,1,Forward
58.23,4.91,33.57,11.79,11.52,1,Forward
113.90,4.97,43.09,37.68,11.54,1,Forward
135.62,5.03,95.91,29.21,11.56,1,Forward
86.53,5.03,16.32,11.96,11.56,1,Forward
128.01,5.09,12.44,74.70,11.58,1,Forward
140.21,5.15,93.87,10.18,11.60,1,Forward
132.22,5.21,36.49,37.35,11.62,1,Forward
142.01,5.27,44.25,80.03,11.63,1,Forward
130.51,5.27,31.24,21.71,11.63,1,Forward
136.32,5.33,84.24,40.59,11.65,1,Forward
70.32,5.39,36.28,14.75,11.67,2,Forward
124.12,5.44,59.93,80.95,11.69,2,Forward
108.07,5.44,55.22,91.34,11.69,1,Forward
98.90,5.50,58.30,66.36,11.71,2,Forward
45.42,5.55,52.36,74.02,11.73,2,Forward
75.18,5.30,84.20,21.79,11.75,2,Forward
67.46,5.29,70.16,34.80,11.77,2,Forward
98.54,5.29,45.04,72.17,11.77,1,Forward
116.70,5.33,86.95,95.94,11.79,1,Forward
105.13,5.39,83.18,64.70,11.81,1,Forward
115.65,5.45,21.13,89.96,11.83,1,Forward
145.81,5.45,48.67,28.53,11.83,2,Forward
134.66,5.49,30.64,27.61,11.85,2,Forward
52.04,5.53,66.53,62.32,11.87,2,Forward
48.39,5.57,62.03,56.22,11.89,1,Forward
82.46,5.57,42.65,90.52,11.89,1,Forward
72.18,5.63,47.10,36.96,11.91,2,Forward
85.22,5.67,91.89,19.41,11.93,2,Forward
105.92,5.71,58.44,99.68,11.96,2,Forward
49.55,5.74,16.87,95.99,11.98,2,Forward
143.06,5.74,69.47,27.53,11.98,2,Forward
119.52,5.78,30.50,81.25,12.00,2,Forward
104.66,5.82,32.44,18.54,12.02,2,Forward
34.53,5.86,89.88,66.94,12.04,2,Forward
68.97,5.89,80.37,87.95,12.06,1,Forward
128.10,5.89,39.86,19.19,12.06,1,Forward
133.33,5.94,74.64,84.49,12.08,1,Forward
63.01,5.99,21.71,11.94,12.11,2,Forward
80.23,6.02,21.51,55.43,12.13,2,Forward
105.85,6.02,62.04,35.68,12.13,1,Forward
102.74,6.07,26.55,44.63,12.15,1,Forward
141.64,6.12,50.73,23.67,12.17,1,Forward
31.83,6.16,51.95,65.66,12.20,1,Forward
141.44,6.16,21.10,22.58,12.20,2,Forward
30.72,6.19,13.72,39.57,12.22,2,Forward
140.78,6.22,44.97,15.11,12.24,2,Forward
147.90,6.26,46.52,42.40,12.27,2,Forward
75.08,6.29,11.69,14.75,12.29,2,Forward
83.03,6.31,13.50,97.07,12.31,1,Forward
59.25,6.36,58.51,93.59,12.34,1,Forward
129.88,6.36,15.98,68.92,12.34,1,Forward
57.74,6.40,99.17,11.54,12.36,2,Forward
99.38,6.42,91.23,35.96,12.38,2,Forward
133.77,6.45,43.80,66.24,12.41,1,Forward
65.69,6.49,63.47,50.34,12.43,1,Forward
55.25,6.53,41.80,57.63,12.45,1,Forward
147.66,6.53,10.15,41.52,12.45,1,Forward
112.31,6.56,61.49,89.82,12.48,2,Forward
31.97,6.59,52.36,86.03,12.50,2,Forward
87.92,5.75,86.81,21.41,12.52,2,Forward
86.94,4.10,48.00,80.28,12.54,2,Forward
103.53,4.10,34.54,18.71,12.54,1,Forward
90.08,4.13,67.24,21.48,12.56,1,Forward
80.62,4.15,83.25,73.07,12.58,1,Forward
134.25,4.18,32.82,97.97,12.60,1,Forward
132.90,4.18,29.39,28.76,12.60,1,Forward
78.82,4.20,52.97,75.54,12.62,1,Forward
36.86,4.23,91.48,97.60,12.64,1,Forward
50.09,4.25,70.41,66.99,12.67,1,Forward
117.81,4.25,74.66,81.42,12.67,1,Forward
51.65,1.71,24.19,56.11,12.68,1,Forward
111.86,1.67,81.95,21.62,12.69,1,Forward
80.22,1.63,56.63,90.47,12.70,1,Forward
84.15,1.63,35.73,50.63,12.70,1,Forward
66.09,1.59,72.34,45.02,12.71,1,Forward
62.89,1.56,61.32,41.85,12.73,1,Forward
130.01,1.56,12.93,45.81,12.73,1,Forward
115.76,1.53,88.14,35.64,12.74,1,Forward
128.01,1.50,72.57,51.05,12.75,1,Forward
63.48,1.48,40.74,97.45,12.77,1,Forward
73.29,1.48,79.79,57.66,12.77,1,Forward
99.18,1.46,38.06,73.87,12.78,1,Forward
74.27,1.44,22.21,53.57,12.79,1,Forward
123.64,1.42,78.35,50.07,12.81,1,Forward
96.18,1.42,10.88,72.90,12.81,1,Forward
100.73,1.41,17.82,14.30,12.82,1,Forward
64.84,1.40,39.06,27.27,12.83,1,Forward
109.61,1.39,96.33,58.57,12.85,1,Forward
68.21,1.39,86.63,26.71,12.85,1,Forward
147.43,1.39,10.87,69.65,12.86,1,Forward
73.36,1.39,69.55,55.56,12.87,1,Forward
77.87,1.39,44.00,85.18,12.89,1,Forward
31.93,1.39,32.98,78.39,12.89,1,Forward
133.91,1.40,22.94,67.34,12.90,1,Forward
70.07,1.40,80.63,77.01,12.92,1,Forward
115.06,1.41,90.22,39.17,12.93,1,Forward
64.07,1.41,67.71,14.65,12.93,1,Forward
90.14,1.43,83.21,50.35,12.95,1,Forward
135.70,1.44,30.05,64.90,12.96,1,Forward
121.43,1.46,18.77,83.71,12.98,1,Forward
132.78,1.46,61.48,42.31,12.98,1,Forward
99.40,1.48,10.44,30.74,12.99,1,Forward
38.87,1.50,55.49,93.39,13.01,1,Forward
129.37,1.53,94.08,81.58,13.02,1,Forward
54.51,1.53,83.36,25.89,13.02,1,Forward
103.87,1.55,93.18,10.06,13.04,1,Forward
94.09,1.58,80.55,53.29,13.05,1,Forward
103.57,1.61,58.81,42.71,13.07,1,Forward
125.55,1.64,26.77,69.50,13.08,1,Forward
143.81,1.64,16.53,55.03,13.08,1,Forward
41.90,1.67,34.02,54.07,13.10,1,Forward
140.26,1.22,44.05,18.16,13.11,1,Forward
96.58,1.23,47.58,93.56,13.12,1,Forward
39.71,1.23,81.53,85.07,13.12,1,Forward
148.61,1.23,37.82,25.29,13.13,1,Forward
74.68,1.23,64.55,96.10,13.14,1,Forward
49.91,1.24,87.98,85.08,13.15,1,Forward
129.40,1.24,87.48,17.12,13.16,1,Forward
117.78,1.24,57.34,11.61,13.16,1,Forward
124.76,1.25,10.79,70.46,13.17,1,Forward
106.03,1.25,40.34,96.54,13.18,1,Forward
104.60,1.25,47.15,59.75,13.18,1,Forward
60.01,1.34,40.20,97.49,13.19,1,Forward
100.95,1.50,55.63,87.93,13.21,1,Forward
30.95,1.55,32.37,69.86,13.22,1,Forward
102.60,1.55,83.82,44.54,13.22,1,Forward
83.54,1.55,86.99,25.89,13.25,1,Forward
141.79,1.57,76.52,36.17,13.26,1,Forward
112.00,1.57,36.61,55.88,13.28,1,Forward
112.55,1.57,20.88,17.41,13.29,1,Forward
70.56,1.57,25.41,87.05,13.29,1,Forward
82.51,1.58,78.49,24.15,13.31,1,Forward
131.11,1.58,94.69,55.37,13.32,1,Forward
124.80,1.59,97.46,88.49,13.34,1,Forward
74.26,1.59,68.41,76.41,13.34,1,Forward
91.81,1.61,63.26,84.06,13.35,1,Forward
61.49,1.62,70.08,31.09,13.37,1,Forward
71.58,1.62,26.31,56.01,13.37,1,Forward
126.60,1.64,67.55,75.75,13.39,1,Forward
52.38,1.66,55.00,30.42,13.40,1,Forward
103.65,1.68,78.74,97.85,13.42,1,Forward
122.83,1.68,97.12,67.57,13.42,1,Forward
146.43,1.70,21.73,49.89,13.44,1,Forward
52.40,1.72,28.54,92.77,13.45,1,Forward
50.79,1.72,79.11,85.23,13.45,1,Forward
80.16,1.75,30.74,68.59,13.47,1,Forward
47.35,1.78,30.63,97.89,13.49,1,Forward
147.71,1.80,68.34,48.92,13.51,1,Forward
146.47,1.80,87.08,70.50,13.51,1,Forward
125.04,1.83,68.17,91.17,13.53,1,Forward
116.45,1.87,40.40,75.07,13.54,1,Forward
93.98,1.90,88.90,95.80,13.56,1,Forward
142.59,1.93,18.47,74.23,13.58,1,Forward
117.73,1.93,54.97,31.21,13.58,1,Forward
47.66,1.97,69.70,31.71,13.60,1,Forward
92.29,2.01,19.95,68.09,13.62,1,Forward
